time_bin,avg_enemies_in_fov,avg_noise_factor,player_name,steamid,is_tracked
95.0,0.11300204220558203,1.0,mrlolua19,76561198908924538,False
100.0,0.04101838755304102,1.0,mrlolua19,76561198908924538,False
105.0,0.3359375,1.0,mrlolua19,76561198908924538,False
110.0,0.509375,1.0,mrlolua19,76561198908924538,False
115.0,0.840625,1.0,mrlolua19,76561198908924538,False
120.0,2.831187410586552,1.0,mrlolua19,76561198908924538,False
0.0,0.5480978260869566,0.9995980267824182,onion,76561199381842313,False
5.0,0.5403464300802704,0.9994485046757271,onion,76561199381842313,False
10.0,0.4956521739130435,1.0,onion,76561199381842313,False
15.0,0.771875,1.0,onion,76561199381842313,False
20.0,1.2707880434782608,1.0,onion,76561199381842313,False
25.0,1.8559782608695652,1.0,onion,76561199381842313,False
30.0,2.1491264849755414,1.0,onion,76561199381842313,False
35.0,2.0869970483144322,1.0,onion,76561199381842313,False
40.0,1.652796052631579,1.0,onion,76561199381842313,False
45.0,1.4421052631578948,1.0,onion,76561199381842313,False
50.0,1.2817937219730942,1.0,onion,76561199381842313,False
55.0,1.1031499556344277,1.0,onion,76561199381842313,False
60.0,0.8768534807740639,1.0,onion,76561199381842313,False
65.0,0.8277265328269127,1.0,onion,76561199381842313,False
70.0,1.1530776667740896,1.0,onion,76561199381842313,False
75.0,1.1389645776566757,1.0,onion,76561199381842313,False
80.0,0.9624359704040979,1.0,onion,76561199381842313,False
85.0,0.97875,1.0,onion,76561199381842313,False
90.0,0.58875,1.0,onion,76561199381842313,False
95.0,1.016875,1.0,onion,76561199381842313,False
100.0,0.935,1.0,onion,76561199381842313,False
105.0,0.389375,1.0,onion,76561199381842313,False
110.0,0.3621241202815099,1.0,onion,76561199381842313,False
115.0,0.32734375,1.0,onion,76561199381842313,False
120.0,0.548125,1.0,onion,76561199381842313,False
0.0,0.7905901550176775,0.9997716016149534,Салфетка.,76561198425450279,False
5.0,1.3699021207177815,0.9997596641961386,Салфетка.,76561198425450279,False
10.0,1.4241847826086957,1.0,Салфетка.,76561198425450279,False
15.0,1.3717391304347826,1.0,Салфетка.,76561198425450279,False
20.0,1.3865489130434783,1.0,Салфетка.,76561198425450279,False
25.0,1.5630815544608647,1.0,Салфетка.,76561198425450279,False
30.0,2.191796990262614,1.0,Салфетка.,76561198425450279,False
35.0,1.6666666666666667,1.0,Салфетка.,76561198425450279,False
40.0,1.6325639426076108,1.0,Салфетка.,76561198425450279,False
45.0,1.4238565923940358,1.0,Салфетка.,76561198425450279,False
50.0,1.461651376146789,1.0,Салфетка.,76561198425450279,False
55.0,1.2204531537048378,1.0,Салфетка.,76561198425450279,False
60.0,1.3711060004181477,1.0,Салфетка.,76561198425450279,False
65.0,0.9698131288931481,1.0,Салфетка.,76561198425450279,False
70.0,0.9845165059888986,1.0,Салфетка.,76561198425450279,False
75.0,0.8405084050840509,1.0,Салфетка.,76561198425450279,False
80.0,0.8241482965931863,1.0,Салфетка.,76561198425450279,False
85.0,1.0724217844727695,1.0,Салфетка.,76561198425450279,False
90.0,0.6296766011414078,1.0,Салфетка.,76561198425450279,False
95.0,0.4628623188405797,1.0,Салфетка.,76561198425450279,False
100.0,0.5863192182410424,1.0,Салфетка.,76561198425450279,False
105.0,0.5125,1.0,Салфетка.,76561198425450279,False
110.0,0.5,1.0,Салфетка.,76561198425450279,False
115.0,0.4515625,1.0,Салфетка.,76561198425450279,False
120.0,1.3260416666666666,0.9993995069574427,Салфетка.,76561198425450279,False
0.0,1.217249353829411,0.9993959830640785,черный бумер,76561199803031602,False
5.0,1.6415273814376954,0.9999497169208603,черный бумер,76561199803031602,False
10.0,2.0105978260869564,1.0,черный бумер,76561199803031602,False
15.0,1.7228260869565217,1.0,черный бумер,76561199803031602,False
20.0,0.9581521739130435,1.0,черный бумер,76561199803031602,False
25.0,0.7961956521739131,1.0,черный бумер,76561199803031602,False
30.0,1.4904891304347827,1.0,черный бумер,76561199803031602,False
35.0,1.693691037735849,1.0,черный бумер,76561199803031602,False
40.0,1.4535954658165073,1.0,черный бумер,76561199803031602,False
45.0,1.7319990798251668,1.0,черный бумер,76561199803031602,False
50.0,1.462812711291413,1.0,черный бумер,76561199803031602,False
55.0,1.2521276595744681,1.0,черный бумер,76561199803031602,False
60.0,1.235546875,1.0,черный бумер,76561199803031602,False
65.0,1.1577355229040622,1.0,черный бумер,76561199803031602,False
70.0,1.1059245960502693,1.0,черный бумер,76561199803031602,False
75.0,1.2655634357762018,1.0,черный бумер,76561199803031602,False
80.0,1.9458333333333333,1.0,черный бумер,76561199803031602,False
85.0,1.231829573934837,1.0,черный бумер,76561199803031602,False
90.0,0.446875,1.0,черный бумер,76561199803031602,False
95.0,1.5,1.0,черный бумер,76561199803031602,False
100.0,0.0,1.0,черный бумер,76561199803031602,False
105.0,0.0,1.0,черный бумер,76561199803031602,False
110.0,0.371875,1.0,черный бумер,76561199803031602,False
115.0,0.375,1.0,черный бумер,76561199803031602,False
120.0,0.3265625,1.0,черный бумер,76561199803031602,False
0.0,0.3123895008839929,0.9994036045215978,愛している,76561199553203643,False
5.0,0.7539758053554438,0.9998221112981334,愛している,76561199553203643,False
10.0,0.8542119565217391,1.0,愛している,76561199553203643,False
15.0,0.6597826086956522,1.0,愛している,76561199553203643,False
20.0,0.841304347826087,1.0,愛している,76561199553203643,False
25.0,1.7199728260869565,1.0,愛している,76561199553203643,False
30.0,1.8670686190066035,1.0,愛している,76561199553203643,False
35.0,1.7812927756653993,1.0,愛している,76561199553203643,False
40.0,1.494375,1.0,愛している,76561199553203643,False
45.0,1.47598182408309,1.0,愛している,76561199553203643,False
50.0,1.305263157894737,1.0,愛している,76561199553203643,False
55.0,1.4174937965260546,1.0,愛している,76561199553203643,False
60.0,1.5814213766088416,1.0,愛している,76561199553203643,False
65.0,1.5309800976342471,1.0,愛している,76561199553203643,False
70.0,1.4679012345679012,1.0,愛している,76561199553203643,False
75.0,1.8598979013045944,1.0,愛している,76561199553203643,False
80.0,1.6372618207480594,1.0,愛している,76561199553203643,False
85.0,2.003125,1.0,愛している,76561199553203643,False
90.0,1.840625,1.0,愛している,76561199553203643,False
95.0,1.9283819628647214,1.0,愛している,76561199553203643,False
100.0,1.3171875,1.0,愛している,76561199553203643,False
105.0,1.7804878048780488,1.0,愛している,76561199553203643,False
110.0,2.0,1.0,愛している,76561199553203643,False
115.0,1.296875,1.0,愛している,76561199553203643,False
120.0,0.4953125,0.9987602710723877,愛している,76561199553203643,False
0.0,0.3311180609851446,0.9996661339461211,KasaK,76561198155980865,True
5.0,1.2054104230208196,0.9995730771176596,KasaK,76561198155980865,True
10.0,1.9152173913043478,1.0,KasaK,76561198155980865,True
15.0,1.7824728260869565,1.0,KasaK,76561198155980865,True
20.0,1.7313858695652173,1.0,KasaK,76561198155980865,True
25.0,1.9831521739130435,1.0,KasaK,76561198155980865,True
30.0,1.940217391304348,1.0,KasaK,76561198155980865,True
35.0,1.899268429938098,1.0,KasaK,76561198155980865,True
40.0,1.6598336304218657,1.0,KasaK,76561198155980865,True
45.0,1.768154761904762,1.0,KasaK,76561198155980865,True
50.0,1.4572967833940738,1.0,KasaK,76561198155980865,True
55.0,1.366285503504242,1.0,KasaK,76561198155980865,True
60.0,1.2065382117341417,1.0,KasaK,76561198155980865,True
65.0,1.1084821428571427,1.0,KasaK,76561198155980865,True
70.0,1.1911654604442226,1.0,KasaK,76561198155980865,True
75.0,1.0666288630564218,1.0,KasaK,76561198155980865,True
80.0,1.3337761541016273,1.0,KasaK,76561198155980865,True
85.0,1.148643761301989,1.0,KasaK,76561198155980865,True
90.0,1.0622782814347655,1.0,KasaK,76561198155980865,True
95.0,0.7713372889091739,1.0,KasaK,76561198155980865,True
100.0,0.44109736417428724,1.0,KasaK,76561198155980865,True
105.0,0.709375,1.0,KasaK,76561198155980865,True
110.0,0.7951807228915663,1.0,KasaK,76561198155980865,True
115.0,1.0328125,1.0,KasaK,76561198155980865,True
120.0,1.1125,1.0,KasaK,76561198155980865,True
