steamid,player_name,is_tracked,weapon_rank,weapon,total_ticks_held,total_shots_fired,total_shots_hit,accuracy_percentage,demos_appeared
76561199830973771,Lund12345,False,4,Glock-18,7016,42,14,33.33,1
76561199830973771,Lund12345,False,5,USP-S,5015,1,0,0.0,1
76561199830973771,Lund12345,False,6,Desert Eagle,4991,12,4,33.33,1
76561199830973771,Lund12345,False,7,knife,4546,1,0,0.0,1
76561199830973771,Lund12345,False,8,M4A1-S,4202,24,0,0.0,1
76561199830973771,Lund12345,False,9,C4 Explosive,2747,0,0,0.0,1
76561199830973771,Lund12345,False,10,High Explosive Grenade,1850,5,5,100.0,1
76561199830973771,Lund12345,False,11,Smoke Grenade,1084,5,0,0.0,1
76561199830973771,Lund12345,False,12,Flashbang,811,4,0,0.0,1
76561199830973771,Lund12345,False,13,Five-SeveN,720,3,0,0.0,1
76561199830973771,Lund12345,False,14,Molotov,401,3,1,33.33,1
76561199830973771,Lund12345,False,15,SSG 08,168,0,0,0.0,1
76561199836141868,skolz,False,1,AK-47,25701,126,19,15.08,1
76561199836141868,skolz,False,2,knife_t,12628,5,0,0.0,1
76561199836141868,skolz,False,3,XM1014,4784,2,4,200.0,1
76561199836141868,skolz,False,4,USP-S,4010,24,0,0.0,1
76561199836141868,skolz,False,5,knife,2966,3,0,0.0,1
76561199836141868,skolz,False,6,High Explosive Grenade,2347,6,2,33.33,1
76561199836141868,skolz,False,7,Flashbang,1779,7,0,0.0,1
76561199836141868,skolz,False,8,Glock-18,1678,0,0,0.0,1
76561199836141868,skolz,False,9,Molotov,1542,3,0,0.0,1
76561199836141868,skolz,False,10,AWP,1283,1,1,100.0,1
76561199836141868,skolz,False,11,Desert Eagle,1235,3,0,0.0,1
76561199836141868,skolz,False,12,M4A1-S,1129,12,0,0.0,1
76561199836141868,skolz,False,13,Smoke Grenade,1083,2,0,0.0,1
76561199836141868,skolz,False,14,C4 Explosive,639,0,0,0.0,1
76561199836141868,skolz,False,15,P250,380,0,0,0.0,1
76561199836141868,skolz,False,16,Incendiary Grenade,363,1,7,700.0,1
