attacker_steamid,attacker_name,victim_steamid,victim_name,headshot,noscope,thrusmoke,penetrated,is_cheater,demo
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.65611981592135e+16,crystal bleed,76561198908924538,mrlolua19,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119947341165e+16,"давай, раздевайся",76561198908924538,mrlolua19,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.65611981592135e+16,crystal bleed,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.65611981592135e+16,crystal bleed,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119947341165e+16,"давай, раздевайся",76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119947341165e+16,"давай, раздевайся",76561198908924538,mrlolua19,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.65611981592135e+16,crystal bleed,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561198159213498,crystal bleed,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
nan,,76561198908924538,mrlolua19,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561198159213498,crystal bleed,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119881618466e+16,Ms. Rosé,76561198159213498,crystal bleed,False,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561199473411644,"давай, раздевайся",True,False,False,0,False,match730_003790275752155414789_0281693499_411.dem
7.656119890892454e+16,mrlolua19,76561198159213498,crystal bleed,False,False,True,0,False,match730_003790275752155414789_0281693499_411.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561199241574499,IlIshh_musikoff,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,True,False,False,1,True,match730_003790277747167723523_2066055668_187.dem
76561199488783907,кирюха баксы,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561199488783907,кирюха баксы,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561199241574499,IlIshh_musikoff,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,False,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561199488783907,кирюха баксы,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,False,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561199488783907,кирюха баксы,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561199488783907,кирюха баксы,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,False,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198908924538,mrlolua19,76561199488783907,кирюха баксы,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561199241574499,IlIshh_musikoff,76561198908924538,mrlolua19,False,False,False,1,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199241574499,IlIshh_musikoff,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,False,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198908924538,mrlolua19,76561199241574499,IlIshh_musikoff,True,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,False,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198908924538,mrlolua19,76561199241574499,IlIshh_musikoff,False,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561199241574499,IlIshh_musikoff,76561198816184658,Ms. Rosé,True,False,True,0,False,match730_003790277747167723523_2066055668_187.dem
76561198908924538,mrlolua19,76561199241574499,IlIshh_musikoff,False,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198816184658,Ms. Rosé,76561199488783907,кирюха баксы,True,False,False,0,True,match730_003790277747167723523_2066055668_187.dem
76561198908924538,mrlolua19,76561199241574499,IlIshh_musikoff,False,False,False,0,False,match730_003790277747167723523_2066055668_187.dem
76561198968930291,fantik,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,False,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,False,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,False,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198908924538,mrlolua19,76561198890509405,Илья Михалыч,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,False,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,False,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198908924538,mrlolua19,76561198890509405,Илья Михалыч,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198908924538,mrlolua19,76561198968930291,fantik,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198908924538,mrlolua19,76561198890509405,Илья Михалыч,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,False,False,False,1,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198968930291,fantik,76561198908924538,mrlolua19,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198816184658,Ms. Rosé,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198908924538,mrlolua19,76561198968930291,fantik,True,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198816184658,Ms. Rosé,False,False,False,0,False,match730_003790301240638832694_0587072542_186.dem
76561198890509405,Илья Михалыч,76561198908924538,mrlolua19,False,False,False,1,False,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198968930291,fantik,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
76561198816184658,Ms. Rosé,76561198890509405,Илья Михалыч,True,False,False,0,True,match730_003790301240638832694_0587072542_186.dem
